Matrix size,Predicted Coefficient,Original Coefficient,Error,Formula
249,0.21040662969685606,0.2088093859358,0.007649291021559415,0.61532 * exp(-((x)^0.01279)
250,0.2103950583537488,0.2088028143778303,0.0076255867559204835,0.61532 * exp(-((x)^0.01279)
251,0.2103835332468725,0.2087962810525644,0.007601917937937402,0.61532 * exp(-((x)^0.01279)
252,0.2103720540084027,0.2087897856757481,0.007578284193997254,0.61532 * exp(-((x)^0.01279)
253,0.2103606202748861,0.2087833277668015,0.007554686118646176,0.61532 * exp(-((x)^0.01279)
254,0.21034923168717173,0.2087769069839669,0.007531123656916657,0.61532 * exp(-((x)^0.01279)
255,0.21033788789034305,0.2087705229580919,0.007507596906129234,0.61532 * exp(-((x)^0.01279)
256,0.21032658853365188,0.2087641753252585,0.00748410595811806,0.61532 * exp(-((x)^0.01279)
257,0.21031533327045332,0.2087578637235568,0.007460650914491787,0.61532 * exp(-((x)^0.01279)
258,0.21030412175814184,0.2087515878036313,0.007437231835433934,0.61532 * exp(-((x)^0.01279)
259,0.2102929536580891,0.2087453472132549,0.0074138488138523,0.61532 * exp(-((x)^0.01279)
260,0.21028182863558226,0.2087391416071084,0.007390501927891968,0.61532 * exp(-((x)^0.01279)
261,0.21027074635976417,0.2087329706475161,0.007367191237099296,0.61532 * exp(-((x)^0.01279)
262,0.21025970650357415,0.2087268339961749,0.007343916822057213,0.61532 * exp(-((x)^0.01279)
263,0.2102487087436903,0.2087207313267657,0.007320678723248018,0.61532 * exp(-((x)^0.01279)
264,0.21023775276047246,0.2087146623106531,0.007297477009796127,0.61532 * exp(-((x)^0.01279)
265,0.21022683823790697,0.2087086266252278,0.007274311738945926,0.61532 * exp(-((x)^0.01279)
266,0.2102159648635516,0.2087026239562142,0.007251182944661493,0.61532 * exp(-((x)^0.01279)
267,0.21020513232848212,0.2086966539886173,0.007228090681066145,0.61532 * exp(-((x)^0.01279)
268,0.21019434032723983,0.2086907164139813,0.007205034987161499,0.61532 * exp(-((x)^0.01279)
269,0.21018358855777958,0.2086848109267118,0.007182015904330216,0.61532 * exp(-((x)^0.01279)
270,0.21017287672141938,0.208678937227354,0.0071590334602755655,0.61532 * exp(-((x)^0.01279)
271,0.2101622045227904,0.2086730950185762,0.007136087688169157,0.61532 * exp(-((x)^0.01279)
272,0.21015157166978865,0.2086672840190331,0.007113178559510918,0.61532 * exp(-((x)^0.01279)
273,0.21014097787352634,0.2086615038645383,0.0070903064608817635,0.61532 * exp(-((x)^0.01279)
274,0.2101304228482855,0.2086557544832794,0.007067470382774866,0.61532 * exp(-((x)^0.01279)
275,0.21011990631147132,0.2086500352914529,0.007044671801589801,0.61532 * exp(-((x)^0.01279)
276,0.21010942798356694,0.2086443462209847,0.00702190971918545,0.61532 * exp(-((x)^0.01279)
277,0.21009898758808906,0.2086386869392368,0.006999184428713204,0.61532 * exp(-((x)^0.01279)
278,0.210088584851544,0.2086330571768175,0.006976495932247891,0.61532 * exp(-((x)^0.01279)
279,0.2100782195033849,0.2086274566676797,0.0069538442296983825,0.61532 * exp(-((x)^0.01279)
280,0.2100678912759695,0.2086218851456269,0.00693122933547084,0.61532 * exp(-((x)^0.01279)
281,0.2100575999045185,0.2086163423038051,0.00690865147378777,0.61532 * exp(-((x)^0.01279)
282,0.21004734512707532,0.2086108280304427,0.006886109940673765,0.61532 * exp(-((x)^0.01279)
283,0.21003712668446572,0.2086053419245144,0.006863605441462851,0.61532 * exp(-((x)^0.01279)
